"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","Ag","As","Au","B","Ba","Be","Bi","Br","C(org)","C(tot)","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"96","B111","50.76","2.424","13.68","13.21",NA,"0.171","5.515","8.854","2.484","1.009","0.3075",NA,NA,"0.6745",NA,NA,NA,NA,"360.7",NA,NA,NA,NA,NA,NA,"58.95",NA,"47.96","98.1",NA,"62.12",NA,NA,NA,NA,"22.56",NA,NA,"5.164",NA,NA,NA,NA,NA,"26.42",NA,NA,"4.011",NA,"16.96","28.53","52.61",NA,"13.99",NA,NA,NA,"24.07",NA,NA,NA,"485",NA,"30.07",NA,NA,"18.06","399.4",NA,NA,NA,NA,NA,NA,NA,"309",NA,"32.72",NA,"111.9","196.2"
"97","B113","51","2.455","13.69","13.6",NA,"0.173","5.626","8.819","2.305","1.004","0.3",NA,NA,"1.02","0.11","1.8",NA,NA,"341","1.13",NA,NA,NA,NA,NA,"57.1",NA,"44.3","94",NA,"62.1","6.17","3.05","2.23",NA,NA,"7.07",NA,NA,NA,"1.14",NA,NA,NA,"25.3",NA,"0.35","3.2",NA,NA,"31.3","54.2",NA,"13.7",NA,"7.52",NA,NA,NA,NA,NA,NA,"0.29",NA,"4.67","8.47",NA,NA,NA,"1.05",NA,"3.39","0.12","0.41","0.77","356",NA,"28.5","2.44","115",NA
"98","B113.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.1",NA,NA,"0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.7",NA,"0.63","3.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.2",NA,NA,NA,NA,NA,NA,NA,"24.7",NA,NA,NA,"777",NA,"30.3",NA,NA,"17.9","390","4.1",NA,NA,NA,NA,NA,NA,NA,"1.63",NA,NA,NA,"188"
"99","B114","51.69","2.45","13.94","13.1",NA,"0.179","5.77","8.86","2.49","0.96","0.308",NA,NA,"0.82",NA,NA,NA,NA,"362","1.08",NA,NA,NA,NA,NA,"63.1",NA,"51.47",NA,NA,"81","6.36","3.32",NA,NA,"20","8.57","2.22","4.94",NA,"1.08",NA,NA,NA,"27.4","12.7","0.31",NA,NA,"15","33.03","53",NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,"30.73",NA,"8.72",NA,"386",NA,"1.09",NA,"3.2",NA,NA,"0.62","301",NA,"34","2.81","116","204"
"100","B115","51.09","2.499","13.74","13.14",NA,"0.163","5.712","8.8","2.436","0.997","0.305",NA,NA,"0.749",NA,NA,NA,NA,NA,NA,NA,NA,NA,"444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","B117","51.22","2.48","14.05","12.73",NA,"0.19","5.7","8.62","2.6","1","0.28",NA,NA,"0.55",NA,"2.2",NA,NA,"371",NA,NA,NA,NA,NA,NA,"73",NA,"42","84",NA,"60",NA,NA,NA,NA,"21",NA,NA,"3",NA,NA,NA,NA,NA,"110",NA,NA,"3",NA,"16","31","48",NA,"20",NA,NA,NA,"27",NA,NA,NA,NA,NA,"25",NA,"8",NA,"398",NA,NA,NA,"4",NA,NA,"2.65","331","38","30",NA,"111","197"
"102","B118","51.58","2.43","13.86","12.82",NA,"0.167","5.61","9.04","2.53","1.01","0.304",NA,NA,"0.655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","B120",NA,"2.41",NA,NA,NA,"0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"324","1.1",NA,NA,NA,NA,NA,"60",NA,"45.5","89.2","0.46","64.9","6.35","3.05","2.24",NA,"22.5","7.24",NA,"5.24",NA,"1.17",NA,NA,NA,"27.1","12.7","0.36","3.39",NA,"18.4","33","53",NA,"13",NA,"7.75",NA,"25.4",NA,NA,NA,NA,NA,"28.2",NA,"9.01","17.4","414","1.11","1.12",NA,"3.09","0.2","0.42","0.64","334","0.57","32.2","2.56","116","202"
"104","B121","48.926","2.402","13.475","12.613",NA,NA,"5.41","8.343","2.34","1","0.323",NA,NA,"1.322","11.01","25.39","0.364",NA,"298.5",NA,NA,NA,NA,NA,"0.616","58.695",NA,"59.89","74.98",NA,"80.44","5.619","2.943","2.305",NA,"20.44","7.843",NA,NA,"0.11","1.045",NA,NA,NA,"26.435",NA,"0.324","5.445",NA,NA,"33.96","39.65",NA,"24.83",NA,"7.71",NA,"18.778",NA,NA,NA,NA,"33.11",NA,NA,"8.567",NA,NA,NA,"1.023",NA,"3.105",NA,"0.371","0.642","304.4",NA,"28.427","2.306","81.37",NA
"105","B123","51.11","2.444","13.75","13.33","8.33","0.175","5.63","9.05","2.37","0.99","0.297",NA,NA,"0.93",NA,NA,NA,NA,"356",NA,NA,NA,NA,NA,NA,"61.2",NA,"44","83","0.47","64","6.17","2.99","2.2","490",NA,"7.28",NA,"5.25",NA,"1.2",NA,NA,NA,"27.4",NA,"0.37",NA,NA,"15.6","33.3","58",NA,"13.6",NA,"7.89",NA,"26",NA,NA,NA,NA,NA,"27.7",NA,"8.92",NA,"401",NA,"1.15",NA,"3.04",NA,"0.41","0.61","331",NA,"30.4","2.49","110","193"
"106","B123.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.27",NA,NA,NA,NA,NA,NA,NA,"0.44",NA,NA,NA,NA
"107","B124","51.21","2.41","13.77","13.22",NA,"0.16","5.63","9","2.51","1.03","0.32",NA,NA,"0.58",NA,"0",NA,NA,"357",NA,NA,NA,NA,NA,NA,"60",NA,NA,"95",NA,"66",NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,"17",NA,"51",NA,"18",NA,NA,NA,"26",NA,NA,NA,NA,NA,"27",NA,NA,NA,"402",NA,NA,NA,"4",NA,NA,"1","322",NA,"32",NA,"109","210"
"108","B125","51","2.42","13.7","13","7.85","0.17","5.64","9.13","2.53","1.02","0.3",NA,NA,"0.93",NA,"1.2",NA,NA,"336",NA,NA,NA,NA,NA,NA,"58.2",NA,"44.9","97.5","0.45","66.4","6.03","3.12","2.19",NA,"21.5","6.94","1.7","5.19",NA,"1.15",NA,NA,NA,"26.3",NA,NA,"3.6",NA,"16.8","32.6","57.8",NA,"14.3",NA,"7.6",NA,"24.3",NA,NA,NA,NA,NA,"27.7",NA,"8.1","19.5","394","1.05","1.04",NA,"3",NA,NA,"0.65","337","0.42","27.8","2.42","122","199"
"109","B126","51.1","2.47","13.73","13.24",NA,"0.17","5.61","8.97","2.46","1.01","0.3",NA,NA,"0.88",NA,NA,NA,NA,"349","1.15",NA,NA,NA,NA,NA,"59.6",NA,"44.9","89.4","0.47","66.8","6.11","3.07","2.2",NA,"22.1","7.07","1.63","5.08",NA,"1.15",NA,NA,NA,"27.1","14.1","0.361",NA,NA,"18.3","33.1","53.1",NA,"14",NA,"7.59",NA,"26.4",NA,NA,NA,NA,NA,"28.3",NA,"8.69",NA,"413","1.14","1.08",NA,"2.97",NA,"0.419","0.629","335",NA,"31.5","2.54","114","202"
"110","B128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","B128.1","51.89","2.43","14.03","13.35",NA,"0.178","5.59","9.1","2.47","1.11","0.32",NA,NA,NA,NA,NA,NA,NA,"378",NA,NA,NA,NA,NA,NA,"62.8",NA,"44.3","82.6",NA,"52.3",NA,NA,NA,NA,"22.1",NA,"1.1","5.1",NA,NA,NA,NA,NA,"187",NA,NA,"3.4",NA,"15.7","32.2","74.3",NA,"10.9",NA,NA,NA,"23.7",NA,NA,NA,NA,"0.5","19.1","1.9","6.9","18.5","1.9","5.7",NA,NA,"4.3",NA,NA,"1.3",NA,NA,NA,"7.1","108","227"
