"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","NA","Ag","As","Au","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"50","F40","73.69","0.222","11.15","4.009",NA,"0.098","0.025","0.2","7.306","4.618","0.003",NA,NA,"2.181",NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,"190",NA,NA,NA,NA,NA,"18.5","10.5","1.1",NA,NA,"18.5",NA,NA,NA,"3.6",NA,NA,NA,"90.5",NA,"1.45",NA,NA,NA,"84",NA,NA,"36",NA,"22.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.5",NA,"8.5",NA,NA,NA,NA,NA,"1.55",NA,NA,NA,"52","9.9","140",NA
"51","F41","74","0.22","11","3.83","3.1","0.09","0.14","0.38","3.66","4.53","0.02",NA,NA,"2.17",NA,NA,NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,"2","42",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,"3",NA,"123",NA,"152","983"
"52","F42","75.994","0.115","10.647","3.676",NA,"0.084","0.014","0.064","3.492","4.213",NA,NA,NA,"1.804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","F43","74.3","0.239","11.16","3.88",NA,NA,NA,"0.154","3.67","4.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"166",NA,NA,NA,NA,NA,"18.3","11.4","1.18",NA,NA,"19.6","1.1",NA,NA,"3.78",NA,NA,NA,"96.1","2","1.71",NA,NA,NA,NA,NA,NA,NA,NA,"20.13",NA,"160",NA,NA,NA,NA,NA,NA,NA,"18.6",NA,"14",NA,"3.31",NA,NA,NA,"1.58",NA,NA,NA,NA,"11.4",NA,NA
"54","F143",NA,NA,NA,NA,NA,"0.089","0.053",NA,NA,NA,"0.014",NA,NA,"1.83",NA,"0.27","4",NA,"13","21","12.5",NA,NA,"0.36",NA,NA,NA,"17","0.61","6",NA,NA,NA,"1120",NA,NA,NA,"15.8","0.035",NA,NA,NA,NA,NA,NA,NA,"2.3",NA,"88","79.7",NA,NA,"55",NA,NA,NA,NA,NA,NA,NA,NA,"0.12",NA,NA,NA,"24",NA,NA,NA,NA,"23",NA,NA,"6","3","1.7","119",NA,"139","939"
"55","F44","72.6","0.25","11.16","4.02",NA,"0.123","0.02","0.32","4.56","4.67","0.03",NA,NA,"1.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","F45",NA,"0.11","10","3.95",NA,"0.082","0.02","0.15","3.7","4.2",NA,NA,NA,NA,NA,"0.2",NA,"0.032",NA,"25",NA,NA,NA,"0.5",NA,NA,"2.1","10",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"0.0228",NA,NA,NA,NA,NA,"1",NA,"0.6",NA,NA,NA,"7",NA,"37","0.024",NA,"0.036","100",NA,NA,NA,NA,NA,"0.64",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,"4.5",NA,"42",NA,"180","730"
"57","F145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","F46","73.3","0.24","10",NA,"3.36","0.09","0.017","0.1","3.67","4.37","0.25",NA,NA,"2",NA,NA,NA,"0.0065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","F47","74.24","0.207","11.2","3.82","3.28","0.094","0.01","0.2","3.58","4.75","0.02",NA,NA,"1.78",NA,NA,NA,NA,"12",NA,"10.5",NA,NA,NA,"227",NA,NA,"17",NA,"4.5","16.8","10.1","1.14",NA,"31","16.9",NA,NA,NA,"4.2",NA,NA,NA,"108",NA,"1.38","1.7",NA,"70","96",NA,NA,"40",NA,"22.6",NA,"165",NA,NA,NA,NA,NA,NA,NA,"19.9","12.1","15",NA,"3.22",NA,"16",NA,"1.5","2.6",NA,NA,"106","10.9","142","948"
"60","F48","73.49","0.22","11.07","3.82",NA,"0.09",NA,"0.17","3.64","4.6",NA,NA,NA,"1.76",NA,"1.8",NA,NA,NA,"24.2","9.72",NA,NA,"0.277","175.9",NA,"0.26","13.9","0.66","1.9","18.15","10.91","1.04",NA,"32.5","16.13","1.7","23.97",NA,"3.702","0.4",NA,NA,"82.24","1.39","1.487","0.28",NA,"73.22","76.4",NA,NA,"35.6",NA,"21.15",NA,"172.2",NA,NA,NA,NA,"0.25",NA,NA,"16.37","11.6","11.6","5.702","2.886",NA,"21.03","0.497","1.616","5.573",NA,"3.3","113.4","10.51","151.7","961.2"
"61","F49","74.08","0.22","11.11","4.02",NA,"0.09",NA,"0.21","3.71","4.56","0.01",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"17",NA,"1",NA,NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81",NA,"9",NA,NA,NA,NA,NA,"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,"2",NA,"119",NA,"150","924"
"62","F149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88",NA,NA,NA,NA,NA,NA,NA,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","F50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,"190.5",NA,NA,NA,"0.66",NA,"22.41","12.7","1.24",NA,NA,"19.56",NA,"23.33",NA,"4.59",NA,NA,NA,"96.55",NA,"1.65",NA,NA,"84.9","83.29",NA,NA,"37.85",NA,"21.38",NA,"168",NA,NA,NA,NA,NA,"0.7",NA,"19.92",NA,"11","6.04","3.46",NA,"24.16",NA,"1.83","5.54",NA,NA,"127","11.6",NA,NA
"64","F51","74.41","0.24","11.19","3.9",NA,"0.092",NA,"0.23","3.62","4.57","0.006",NA,NA,"1.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","F52","74.89","0.22","11.18","3.74",NA,"0.093","0.01","0.22","3.66","4.54","0.026",NA,NA,"1.88",NA,NA,NA,NA,NA,"36",NA,NA,NA,NA,"236",NA,"1","19",NA,NA,NA,NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80",NA,"6",NA,"34",NA,NA,NA,"171",NA,NA,NA,NA,NA,"4",NA,NA,NA,"11",NA,NA,NA,"23",NA,NA,"5.4","6",NA,"116",NA,"138","952"
"66","F53","73.96","0.234","10.995","3.74",NA,"0.089",NA,"0.1725","3.665","4.6485",NA,NA,NA,"1.85",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","16",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,"5",NA,NA,NA,NA,"145","925"
"67","F54","74.55","0.23","11.5","3.85",NA,"0.09",NA,"0.2","3.6","4.5","0.0171",NA,"2.2","1.98",NA,NA,NA,NA,NA,"29","11",NA,NA,NA,"196","230",NA,"14","1.1",NA,"18.1","11.7","1.1","1100","32","19","2","23.9",NA,"3.6",NA,NA,NA,"84",NA,"1.5",NA,NA,"82","80",NA,NA,"40",NA,"22",NA,"167",NA,NA,NA,NA,NA,"5",NA,"16",NA,"23","6.1","3.1",NA,"26",NA,"1.6","6.1",NA,NA,"76","10.9","172","933"
"68","F55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.1",NA,NA,NA,NA,NA,NA,"0.35",NA,NA,"0.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,"3.5",NA,"34",NA,NA,NA,"179",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.6",NA,NA,NA,"26",NA,NA,"7.2",NA,NA,"118",NA,NA,"1000"
"69","F56","73.4","0.23","11","3.85",NA,"0.09",NA,"0.19","3.5","4.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,"160",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",NA,NA,NA,NA,NA,"55",NA,NA,"60",NA,"20",NA,"160",NA,NA,NA,NA,NA,NA,"8",NA,NA,"40",NA,NA,NA,"25",NA,NA,NA,NA,"10","120",NA,"145","1000"
"70","F57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34.1",NA,NA,NA,NA,"175",NA,NA,"23.7",NA,"4.18","17.4","10.8","1.02",NA,"32.3","16.3",NA,"23.8",NA,"3.86",NA,NA,NA,"80.8",NA,"1.58","1.92",NA,"89.1","77.6",NA,NA,"28.9",NA,"20.3",NA,"170",NA,NA,NA,NA,NA,NA,NA,"17.2","8.25","12.3","5.86","2.83",NA,"19.5",NA,"1.72","5.07","0.91","1.37","102","11.6","125","934"
"71","F157",NA,"0.22",NA,NA,NA,"0.048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.19",NA,NA,NA,NA,"0.55",NA,"0.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","F58","73.9","0.23","11","3.83",NA,"0.09","0.02","0.2","3.69","4.55","0.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,"4",NA,NA,NA,NA,"32",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81",NA,NA,NA,"32",NA,NA,NA,"174",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","7",NA,NA,"23",NA,NA,"6",NA,NA,"135",NA,"139","1011"
"73","F59","73",NA,"11.09","3.84",NA,"0.091","0.024","0.2","3.83","4.63",NA,NA,NA,"1.985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"144.5",NA
"74","F60","74.18","0.22","10.87",NA,"3.38","0.09","0.04","0.23","3.353","4.54","0.01",NA,NA,"2.974",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,"191",NA,NA,"18",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91",NA,NA,NA,NA,"97","87","1",NA,"33",NA,NA,NA,"179",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,"24",NA,NA,NA,NA,NA,"124",NA,"139","978"
"75","F61","74.4","0.236","11.1","3.82",NA,"0.093",NA,"0.21","3.59","4.58",NA,NA,"1.91","1.91",NA,NA,"2.39",NA,NA,"27.3","12.9","0.13",NA,"0.26","194",NA,"0.43","20.4","0.67","1.43",NA,NA,NA,NA,"33.5",NA,NA,NA,NA,NA,NA,NA,NA,"97.5","1.48",NA,"1.83",NA,"89","90.2","3.19",NA,"40.6",NA,NA,NA,"160",NA,NA,NA,NA,"0.27","1.78",NA,NA,NA,"10.6","4.8",NA,NA,"22.2","0.95",NA,"4.85","2.75",NA,"71","6.93","156",NA
"76","F62",NA,"0.207","11.43","3.75",NA,"0.089",NA,NA,"3.83","4.63",NA,NA,NA,NA,NA,NA,"3.6",NA,NA,NA,NA,NA,NA,NA,"207",NA,NA,NA,"0.64",NA,"20.3",NA,"1.24",NA,NA,NA,NA,"24.9",NA,NA,NA,NA,NA,"91.3",NA,"1.69",NA,NA,NA,"86.6",NA,NA,NA,NA,NA,NA,"169",NA,NA,NA,NA,NA,"0.44",NA,"19.3",NA,NA,"5.19","2.93",NA,"22.3",NA,NA,"4.87",NA,NA,NA,"11.5","162","954"
"77","F162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.21","16.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","F63","73.74",NA,"11.54","3.85",NA,"0.06","0.05","0.26","3.34","4.33",NA,NA,NA,"1.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","F64","74.2","0.22","10.95","3.72","3.1","0.079",NA,"0.2","3.63","4.71",NA,"0.3","1.9","1.9",NA,"2","2",NA,NA,"27","14","4","1.4",NA,"216","100","0.6","21.2","3.4",NA,NA,NA,"0.73","1100","31",NA,NA,"24","0.006",NA,NA,NA,NA,"111",NA,"3.07",NA,NA,"77","46","10",NA,"31",NA,NA,NA,"172",NA,NA,NA,NA,"0.4","0.52",NA,"22","7","10","3.1","4.4",NA,"22.3",NA,NA,"6.5","4","3","110","13","152","1000"
"80","F65","74.15","0.25","10.85","3.92",NA,"0.02",NA,"0.21","4.02","4.53","0.01",NA,NA,"1.98",NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95",NA,NA,NA,NA,NA,NA,NA,"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"113",NA,"150","937"
"81","F66","74.13","0.21","11.24","4.07",NA,"0.1","0.03","0.17","3.77","4.62","0.004",NA,NA,"1.75",NA,NA,NA,NA,NA,"56",NA,NA,NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91",NA,NA,NA,NA,NA,NA,NA,"223",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"191",NA,"153","358"
"82","F67","74.29","0.229","10.59","3.84",NA,"0.089",NA,"0.22","3.47","4.23",NA,NA,"1.95","1.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"163",NA,"11","14",NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,"104",NA,NA,NA,"30","77",NA,NA,NA,"32",NA,NA,NA,"177",NA,NA,NA,"188",NA,NA,NA,NA,NA,"11",NA,NA,NA,"20",NA,NA,NA,NA,NA,"105",NA,"149","903"
"83","F68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.5",NA,NA,NA,"0.785","196",NA,"1.11","25.3","0.683","11.8","20.3","12.8","1.2",NA,"39.1","18.3",NA,"24.8",NA,"4.2",NA,NA,NA,"93.9",NA,"1.72",NA,NA,"79.7","87.4","0.44",NA,"36.7",NA,"23.7",NA,"163",NA,NA,NA,NA,NA,"1.99",NA,"19.5",NA,"10.9","5.53","3.25",NA,"21.3","0.731","1.81","6.06","42.3",NA,"111","11.9","187","927"
"84","F69","75.03","0.23","11.33","3.83",NA,"0.08","0.03","0.25","3.55","4.68","0.01",NA,NA,"1.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78.1",NA,"0.6",NA,NA,NA,NA,NA,"174.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"117.7",NA,NA,"885.2"
"85","F70","74.33","0.2","11.09","3.63","3.11","0.085","0.02","0.21","3.59","4.37","0.01","0.264","1.83","1.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","F71","73.63","0.22","10.97","3.79",NA,"0.09","0.05","0.19","3.72","4.82","0.01",NA,NA,"1.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"234.89",NA,NA,NA,"0.76",NA,"21.64","12.57","1.18",NA,NA,"19.72",NA,"25.35",NA,"4.61",NA,NA,NA,"97.21",NA,"1.81",NA,NA,"86.83","96.81",NA,NA,NA,NA,"24.73",NA,"165.56",NA,NA,NA,NA,NA,NA,NA,"20.39",NA,NA,"6.36","3.4",NA,"23.19",NA,"2.18","5.81",NA,NA,"115.07","12.43",NA,"926.07"
"87","F171",NA,NA,NA,NA,"3.18",NA,NA,NA,NA,NA,NA,NA,"1.91",NA,NA,NA,NA,NA,NA,"35","13.9",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,"34.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3",NA,NA,NA,NA,NA,"42.5",NA,NA,NA,NA,NA,NA,NA,"60",NA,"1.6",NA,NA,"8.4","10.9",NA,NA,NA,NA,"0.86",NA,NA,"8","1.32",NA,NA,"165",NA
"88","F72","74.6","0.22","11","3.76",NA,"0.1",NA,"0.2","3.63","4.59","0.01",NA,NA,"2.17",NA,"0.3","2.8",NA,NA,"29.8","9.2",NA,NA,"0.3",NA,NA,"0.3","23.7","0.7","4.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3",NA,NA,NA,"0.8",NA,"37.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.8",NA,"2.8","10.3",NA,NA,NA,"22.1","0.7",NA,"4.2","0.9",NA,NA,NA,"154","437"
"89","F73","74.37","0.21","11.03","2.65",NA,"0.09","0.01","0.18","3.6","4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","F75","74.02","0.23","10.99","4",NA,"0.09","0.07","0.21","3.57","4.59",NA,NA,NA,"1.82",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",NA,NA,NA,NA,NA,NA,NA,"172",NA,NA,NA,NA,NA,NA,NA,NA,"14","16",NA,NA,NA,"23",NA,NA,NA,NA,"10","108",NA,NA,"871"
"91","F76","73.78","0.23","11.09","3.85","3.15","0.09",NA,"0.34","3.76","5",NA,"0.34",NA,"1.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","F77","74.51","0.23","11.7","4.22",NA,"0.1","0.02","0.03","3.4","4.79","0.01",NA,NA,"0.34",NA,"0.4","0.3",NA,NA,"30","0.8",NA,NA,"1",NA,NA,"0.4","25",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,"7.6",NA,"96",NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,"104",NA,NA,NA,NA,"19.4","10",NA,NA,NA,NA,NA,NA,NA,"25.9",NA,"36.4",NA,"145",NA
"93","F78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,"209",NA,NA,NA,"0.63",NA,"22.3","14","1.3",NA,NA,"19",NA,NA,NA,"4.6",NA,NA,NA,"96",NA,"1.9",NA,NA,NA,"95",NA,NA,"38",NA,"24",NA,"179",NA,NA,NA,NA,NA,NA,NA,"20.5",NA,"11.4",NA,"3.4",NA,"23.3",NA,"2.03","5.05",NA,NA,"120","12.9",NA,"1090"
"94","F178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9",NA,"0.95",NA,NA,"0.63","41",NA,"6.4",NA,NA,NA,NA,"33",NA,"2.2","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88",NA,"7.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",NA,NA,NA,"12",NA,"7.3",NA,NA,NA,NA,NA,NA,"1.3",NA,NA,NA,"161",NA
