"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","NA","Ag","As","Au","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"48","W44","51.78418","2.100679","14.73566","10.2067875",NA,"0.124625","6.2606615","5.394767","4.3244875","4.074739","0.8559245",NA,NA,"0.3",NA,NA,"1.1",NA,NA,"778","2.6",NA,NA,"0.08","103","314","37.8","168","1.4","35.7","4.5","1.7","2.7","435","23.9","8",NA,"6",NA,"0.74",NA,NA,NA,"54.2","10.2","0.16","5.3",NA,"46","46.7","167",NA,"7.8",NA,"11.7",NA,"60.4",NA,NA,NA,"445","0.4","10.5",NA,"8.4","2.4","979",NA,"1",NA,"7.3","0.1","0.21","1.4","123","1","19","1.3","128","288"
"49","W45","52.518","2.386","14.645","9.533",NA,"0.134","6.357","4.893","4.315","4.149","0.837",NA,NA,"0.425",NA,NA,NA,NA,NA,"732",NA,NA,NA,NA,NA,NA,NA,"205",NA,"30.2",NA,NA,NA,NA,"22.5",NA,NA,NA,NA,NA,NA,NA,NA,"67.5",NA,NA,NA,NA,"51.5",NA,"158",NA,"10",NA,NA,NA,"63",NA,NA,NA,"389",NA,NA,NA,NA,NA,"945",NA,NA,NA,"2.2",NA,NA,"0.5",NA,NA,"22",NA,"117.5","287.5"
"50","W46","51.68","2.0667","14.41","9.676",NA,"0.1353","6.35","5.378","4.454","4.161","0.841",NA,NA,NA,NA,NA,"2",NA,NA,"720",NA,NA,NA,NA,"103",NA,"22","220",NA,"33",NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,"52",NA,NA,NA,NA,"53",NA,"124",NA,"10",NA,NA,NA,"64",NA,NA,NA,"40",NA,NA,NA,NA,NA,"915",NA,NA,NA,"5",NA,NA,NA,"85",NA,"25",NA,"120","310"
"51","W47","58.65","2.54","16.23","11.57","6.2","0.16","7.22","6.27","5.15","4.64","0.99",NA,NA,NA,NA,"0.25","3.52",NA,NA,"763.1",NA,NA,NA,"0.178","100.1",NA,"37.36","238","1.17","31.5","4.78","1.98","2.77","350","20.87","7.55","1.59","6.81",NA,"0.73",NA,NA,NA,"53.37",NA,"0.18","4.77",NA,"54.85","45.66","193.5",NA,"8.02",NA,"12",NA,"64.7",NA,NA,NA,"604",NA,NA,NA,"9.27","2.88","952.3",NA,"0.97",NA,"4.73",NA,NA,"1.66","107","5","21","1.36","122.5","296"
"52","W47.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","W48",NA,"2.21","15.03","10.18",NA,"0.134","6.59","5.72","4.57","4.3","0.91",NA,NA,NA,NA,NA,NA,NA,"5.74","769","2.85",NA,NA,NA,"105",NA,"36.2","219","1.15","31.7","4.82","1.92","2.66",NA,"23","7.4","1.45","6.25",NA,"0.84",NA,NA,NA,"56.4","12.5","0.19","5.06",NA,"54.5","47.1","168",NA,"8.73",NA,"12.2",NA,"63.2",NA,NA,NA,NA,NA,"10.6",NA,"8.94","2.79","935","3.11","0.95",NA,"6.85","0.13","0.24","1.65","109",NA,"22.4","1.42","111","282"
"54","W49","52","2.1","14.57","9.79",NA,"0.13","6.34","5.51","4.47","4.03","1.13",NA,NA,NA,NA,NA,"1.7",NA,NA,"765.7","2.867",NA,NA,"0.1","106.57",NA,"36.47","226","1.15",NA,"4.888","1.98","2.65",NA,"25.47","7.096",NA,"6.643",NA,"0.8",NA,NA,NA,"55.347","11.5","0.206","5.5",NA,"44.33","46.93","158.33",NA,"8.38",NA,"12.227",NA,"69.73",NA,NA,NA,NA,"0.257","9.99",NA,"8.82",NA,"1096.7","3.42","0.953",NA,"7.11","0.12","0.261","1.733","104.68",NA,"21.3","1.412","126.33","294"
"55","W50","52","2.2","14.1","9.81",NA,"0.136","6.13","5.41","4.33","4",NA,NA,NA,"0.35",NA,NA,NA,NA,NA,"734",NA,NA,NA,NA,NA,NA,"41.2","187.6",NA,"30.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.42",NA,NA,NA,NA,"49","158.3",NA,"10.2",NA,"11.2",NA,"72.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"898.6",NA,NA,NA,NA,NA,NA,NA,"104",NA,"17.7",NA,"176.5",NA
"56","W51","52.1","2.08","14.46","9.98",NA,"0.13","6.49","5.33","4.32","4.03","0.79",NA,NA,"0.25",NA,NA,NA,NA,NA,"775","2.99",NA,NA,NA,"105",NA,"36.8","220","1.14","32.6","4.84","1.95","2.66",NA,"23.3","7.47","1.36","6.46",NA,"0.84",NA,NA,NA,"56.5","12.5","0.19",NA,NA,"54.6","46.9","167",NA,"9.19",NA,"11.7",NA,"65.7",NA,NA,NA,NA,NA,"10.6",NA,"8.92",NA,"937","3.16","0.97",NA,"6.79",NA,"0.25","1.66","110",NA,"22.1","1.43","114","286"
"57","W52","51.51","2.08","14.61","9.76",NA,"0.136","6.42","5.49","4.5","4.04","0.86",NA,NA,"0.192",NA,"0.16",NA,NA,NA,"780","3.11","0.035",NA,"0.1","104",NA,"34.9","237.7","1.14","34.4","4.75","1.85","2.7",NA,"23","7.2",NA,"6",NA,"0.77",NA,NA,NA,"59","11.86","0.179","5.12",NA,"54.2","47.2","162",NA,"8.99",NA,"12.13",NA,"63.3",NA,NA,NA,NA,"0.22","10.1",NA,"8.91","2.93","924","3.34","0.98",NA,"8.67","0.119","0.242","2.2","107","1.13","21.5","1.36","115.1","294"
"58","W53","51.5","2.08","14.3","10",NA,"0.137","6.54","5.3","4.39","4.05","0.854",NA,NA,"0.206",NA,NA,NA,NA,NA,"740",NA,NA,NA,NA,"103",NA,"34.4","172","1.08","32.2","4.6","1.84","2.58",NA,NA,"6.89",NA,NA,NA,"0.76",NA,NA,NA,"54.8","10.2","0.17","4.27",NA,NA,"45.5","158",NA,"8.4",NA,"11.6",NA,"64.2",NA,NA,NA,NA,"0.2","9.83",NA,"8.51",NA,"912",NA,"0.89",NA,"6.38",NA,"0.22","1.66","101",NA,"19.8","1.26","114","197"
"59","W54","52.03","2.185","14.85","9.666",NA,"0.1205","6.745","5.5","4.27","3.872","0.8107",NA,NA,NA,NA,"0.483",NA,NA,NA,"633","2.613",NA,NA,"0.34","95.85",NA,"33.07","633","1.078","26.83","4.406","1.71","2.439",NA,"20.9","6.842",NA,"7.217",NA,"0.74",NA,NA,NA,"50.43","33.233","0.179","4.807",NA,"59.66","41.17","141.33",NA,"5.554",NA,"11.01",NA,"60.84",NA,NA,NA,NA,"0.372","8.753",NA,"8.085","2.114","933.2","3.223","0.927",NA,"4.923",NA,"0.225","1.349","97.57","0.645","18.63","1.326","106.33","306.1"
"60","W55","51.13","2.124","14.296","9.48",NA,"0.126","6.18","5.38","4.448","4.035","0.845",NA,NA,"1.025",NA,NA,NA,NA,NA,"750",NA,NA,NA,"4.28",NA,NA,"42","186",NA,"30.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"975",NA,NA,NA,NA,NA,NA,NA,"104",NA,NA,NA,"114",NA
"61","W56","51.39","2.105","14.62","9.81","9.5","0.128","6.25","5.35","4.42","3.93","0.847",NA,NA,NA,NA,NA,"7",NA,NA,"761",NA,"3",NA,"4","107.8","0.244","25","208",NA,"61","5.04","1.94","2.94",NA,"21","7.41",NA,"7",NA,"0.83",NA,NA,NA,"57.2",NA,"0.17","8",NA,"50","50.1","160",NA,"7",NA,"12.7",NA,"60",NA,NA,NA,NA,NA,"9.3",NA,"9.17","4","906",NA,"0.99",NA,"6.38",NA,"0.22","3","105",NA,"19.5","1.21","115","312"
"62","W57","51.83","2.149","14.54","9.9","6.37","0.129","5.75","5.46","4.48","4.11","0.84",NA,NA,"0.29",NA,NA,NA,NA,NA,"758","2.36",NA,NA,NA,"103",NA,"34","194",NA,"33","5.8","2.3","3",NA,"23","8.4",NA,"5.9",NA,"0.87",NA,NA,NA,"58","10","0.23",NA,NA,"53","55.7","151",NA,"11",NA,"14.8",NA,"63",NA,NA,NA,NA,NA,"8.5",NA,"9.9","2.6","909",NA,"1.21",NA,NA,NA,"0.21",NA,NA,NA,"20","1.76","119","292"
"63","W58","52.3","2.16","14.4","10.1",NA,"0.13","6.29","5.66","3.69","4.06","0.87",NA,"0.14","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,"28",NA,NA,NA,NA,"0.04",NA,"0.11",NA,NA,NA,NA,"0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"130",NA,"13",NA,"180",NA
"64","W59","51.96","2.1","14.49","9.66",NA,"0.13","6.39","5.49","4.22","4.01","0.8",NA,NA,"0.3",NA,NA,NA,NA,NA,"788",NA,NA,NA,NA,"101",NA,"32","212",NA,"62.2",NA,NA,NA,NA,"21.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.6",NA,"177",NA,NA,NA,NA,NA,"50.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"933",NA,NA,NA,NA,NA,NA,NA,"94",NA,"17.3",NA,"116","284"
"65","W60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.56421083397824",NA,NA,"780.768338159626",NA,"0.0691034258004529",NA,"0.221354670214609","107.831443696358",NA,"31.0752298152841","212.001612342855","1.12596897595178","56.3034050891943","5.19269423679457","2.19018091010892","2.95031204533542",NA,"36.7023516099882","9.00357128372275","1.17694075324767","7.95163012320345",NA,"0.866299864371091",NA,NA,NA,"65.2813741952286",NA,"0.205650399402908","5.4219652914834",NA,"50.2903896426329","49.8709036831913","138.08987662294",NA,"9.51111072752417",NA,"12.3768394891874",NA,"64.4402740106501",NA,NA,NA,NA,"1.45897259132493",NA,NA,"9.35970115521463",NA,"993.189089374103","3.63970871823829","1.04102908850702",NA,"1.16662003749076","0.0471833284662002","0.265798830932087","0.344221576959249","103.385030089779","1.49346203538514","19.9487678184957","1.58592668311926","58.3035096485701","279.301562412145"
"66","W60.1","50.5591665141573","1.86271740099454","13.9278398574628","8.43990419604474",NA,"0.133674335059453","6.01724553255531","5.6785219722494","4.16606934701791","4.03597611218335","0.685244080832502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","W61","51.97","2.11","14.8","9.87",NA,"0.13","6.19","5.29","4.31","4","0.81",NA,NA,"0.35",NA,NA,NA,NA,NA,"794",NA,NA,NA,NA,NA,NA,"39","217",NA,"36",NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.3",NA,NA,NA,"47","43","160",NA,NA,NA,NA,NA,"62",NA,NA,NA,NA,NA,"11",NA,NA,NA,"881",NA,NA,NA,NA,NA,NA,NA,"103",NA,"21",NA,"120","296"
"68","W62",NA,"2.24",NA,NA,NA,"0.13",NA,"5.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"769.78",NA,NA,NA,NA,"104.13",NA,"37.1","229.18","1.13","30.75","4.89",NA,"2.7",NA,"22.99",NA,NA,NA,NA,"0.78",NA,NA,NA,"55.75",NA,"0.17","5.04",NA,"51.58","46.19","165.85",NA,"8.4",NA,"11.97",NA,"61.38",NA,NA,NA,NA,"0.36","10.32",NA,"8.6","2.74","965.39","3.31","0.95",NA,NA,"0.11",NA,"1.58","112.46","1.13",NA,"1.32","124.04","260.72"
"69","W63","50.6","1.97","14.05","8.84","5.9","0.12","5.9","5.27","4.43","3.77","0.8","0.7","0.11",NA,NA,"0.22",NA,NA,NA,"750","2.9",NA,NA,"0.19","106","530","32.7","170","1.2","27","4.75","2.11","2.45","590","21","7.27",NA,"7",NA,"0.77",NA,"0.06",NA,"58","10","0.2","6",NA,"56","48.8","150",NA,NA,NA,"12.7",NA,"65.5",NA,NA,NA,"0.02",NA,"8",NA,"8.9",NA,"945","3.5","1.04",NA,"7.4","0.14","0.21","1.7","105",NA,"20.3","1.4","108","281"
"70","W64","51.32","2.08","14.37","9.84","6.14","0.13","6.26","5.58","4.38","4.07","0.88","1.05","0.16","0.44",NA,NA,NA,NA,NA,"773","2.84","0.14",NA,"0.1","105",NA,"34.3","223","1.22","31.6","4.56","1.75","2.62",NA,"21.2","7.13",NA,"6.38",NA,"0.779",NA,NA,NA,"55.01","12.1","0.187","5.83",NA,"51.1","47.2","165.1",NA,"9.19",NA,"11.8",NA,"61.2",NA,NA,NA,NA,"0.281","10.1",NA,"8.64",NA,"934","3.04","0.948",NA,"6.53","0.135","0.239","1.64","99.3","1.07","22.1","1.36","106","288"
"71","W65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.13",NA,NA,NA,NA,NA,"743",NA,NA,NA,NA,"106",NA,"29","228",NA,"33",NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,"59",NA,NA,NA,NA,"51",NA,"158",NA,"6.7",NA,NA,NA,"62",NA,NA,NA,NA,NA,"9.6",NA,NA,NA,"954",NA,NA,NA,NA,NA,NA,"2.2","117",NA,"20",NA,"117","297"
"72","W66","51.1","2.11","13.85","9.65",NA,NA,"6.11","5.33","4.4","3.82",NA,NA,NA,"0.43",NA,NA,"6.4",NA,NA,"773","2.56",NA,NA,NA,"98.6",NA,"36.3","230","1.21","27.7","4.44","1.83","2.47",NA,"22.5","7.32",NA,"7.2",NA,"0.69",NA,"0.184",NA,"54.3",NA,NA,"4.78",NA,"53.7","45.6","148.5",NA,NA,NA,"11.25",NA,"59.3",NA,NA,NA,NA,NA,"10.2",NA,"8.28",NA,"931","3.1","0.87",NA,"6.81",NA,NA,"1.63","97",NA,"19.8","1.34","113","279"
"73","W67","51.5311","2.1108","14.368","9.9093",NA,"0.1351","6.2882","5.4672","4.4129","3.9565","0.8501",NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","W68","51.44","2.11","14.52","9.73",NA,"0.13",NA,"5.36","4.31","3.96","0.77",NA,NA,"0.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.029"
"75","W69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.28",NA,NA,NA,NA,"1.04",NA,"34.1","217","1.26","32.6","4.92","2.03","2.85",NA,"21.2","7.76",NA,NA,NA,"0.968",NA,NA,NA,"53.8",NA,NA,NA,NA,"44","45.6","157",NA,NA,NA,"11.6",NA,"55.5",NA,NA,NA,NA,NA,NA,NA,"8.53",NA,"893","3.2","1.15",NA,"6.99",NA,NA,"1.7","107",NA,"19.1",NA,"120",NA
"76","W70","52.249","2.064","14.64538","10.035",NA,"0.131","6.31","5.573","4.4","4.144","0.886",NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.8",NA,"153.2",NA,NA,NA,NA,NA,"65.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"922.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.2",NA,"107.4","290.3"
"77","W70.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"771.1",NA,NA,NA,NA,NA,NA,"37.4","246.7",NA,NA,NA,NA,NA,NA,"21.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.5",NA,NA,NA,NA,NA,"8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.5",NA,NA,NA,NA,NA,NA,NA,"8.5",NA,NA,NA,"111.8",NA,NA,NA,NA,NA
"78","W71","52.99","2.29","13.22","10.16",NA,"0.13","6.12","5.01","3.94","4.24","0.76",NA,NA,"0.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","W72","46.74","2.12","13.32","8.62",NA,"0.141",NA,"5.22",NA,"4.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"195",NA,NA,NA,NA,NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,"925",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,"135","296"
"80","W73","51.6","2.117","14.49","9.79","6.09","0.13","6.32","5.406","4.31","3.981","0.865",NA,NA,"0.35",NA,NA,NA,NA,NA,"743",NA,NA,NA,NA,"109",NA,"32","221",NA,"35",NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,"63",NA,NA,NA,NA,"54",NA,"160",NA,NA,NA,NA,NA,"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,"888",NA,NA,NA,NA,NA,NA,NA,"101",NA,"20",NA,"121","284"
"81","W74","52.13983","2.13077","14.69735","9.77165607",NA,"0.13333","6.39989","5.5454","4.48129","4.05272","0.84846",NA,NA,"0.278673740484078",NA,NA,NA,NA,NA,"776.096034915061",NA,NA,NA,NA,"105.768313071177",NA,NA,"225.1","1.14708518016694","31.8","5.22144905414138","1.9528908616865","2.84078687852652",NA,"19.8","7.51932227019095",NA,"6.78326171933949",NA,"0.877083986727633",NA,NA,NA,"56.763881544711",NA,"0.193925252826025",NA,NA,"49.9930059912138","46.9385078870884","164.2",NA,"8.6758747261817",NA,"12.188368361622",NA,"62.60882491086",NA,NA,NA,NA,NA,"10.7",NA,"9.13329664518053",NA,"962.460761504202","3.11353309091568","1.02500836562385",NA,"7.03080355530028",NA,"0.238474681196241","1.70793899956739","109.9",NA,"21.8298218806414","1.32052274616836","114.9","301"
"82","W75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"736.1",NA,NA,NA,NA,"106.1",NA,NA,NA,"1.137",NA,"4.728","1.88","2.573",NA,NA,"6.975",NA,"6.471",NA,"0.793",NA,NA,NA,"56.06",NA,"0.1853",NA,NA,"50.92","46.03",NA,NA,"8.89",NA,"12.05",NA,"62.05",NA,NA,NA,NA,NA,NA,NA,"8.659",NA,"923.8","2.968","0.892",NA,"7.15",NA,"0.224","1.687",NA,NA,"19.75","1.295",NA,"279"
"83","W75.1",NA,"2.046","15.06","9.254",NA,"0.1297","6.3","5.222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36.12",NA,NA,"35.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.47",NA,"4.79",NA,NA,NA,"163.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"133.7",NA
"84","W76","51.07","2.07","14.43","9.74","6.61","0.13","6.33","5.46","4.38","3.96","0.81","0.52","0.24","-0.01",NA,NA,NA,NA,NA,"742",NA,NA,NA,NA,NA,NA,"35","201",NA,"33",NA,NA,NA,NA,"16",NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48",NA,"172",NA,"9",NA,NA,NA,"62",NA,NA,NA,"180",NA,"10",NA,NA,NA,"841",NA,NA,NA,NA,NA,NA,NA,"98",NA,"22",NA,"112","294"
"85","W77","52.184","2.106","14.684","9.879",NA,"0.132","6.343","5.567","4.518","4.068","0.87",NA,NA,"0.317",NA,NA,NA,NA,NA,"833.7","3.1","1.1","1.1",NA,"102.9",NA,"37","223.4","1.11","30.9","4.66","1.8","2.66",NA,"22.3","6.97","1.4","6.95",NA,"0.805",NA,NA,NA,"53.1","11.1","0.185","4.87",NA,"50.3","45.7","163.8",NA,"9.6",NA,"11.56",NA,"62.4",NA,NA,NA,NA,"0.33","9.8",NA,"8.33","2.6","941.4","2.9","0.856",NA,"6.47",NA,"0.22","1.67","103.2","1.23","21.8","1.32","115.5","300.9"
"86","W78",NA,NA,NA,"9.63",NA,NA,NA,NA,"4.07","3.63",NA,NA,NA,NA,NA,NA,"1.76",NA,NA,"896",NA,NA,NA,NA,"111",NA,"37.7","204","1.49",NA,NA,NA,"2.44",NA,NA,NA,NA,"6.4",NA,NA,NA,NA,NA,"52.1",NA,"0.206",NA,NA,NA,"51.8",NA,NA,NA,NA,NA,NA,"62.4",NA,NA,NA,NA,NA,"10.4",NA,"8.25",NA,NA,"2.98","0.88",NA,"6.72",NA,NA,NA,NA,NA,NA,"1.61",NA,NA
"87","W79","52.2","2.18","14.9","10.1",NA,"0.13","6.45","5.46","4.43","4.11","0.89",NA,NA,"0.24",NA,NA,NA,NA,NA,"740","2.2","1.2",NA,NA,"97",NA,"53",NA,NA,"31","4.4","1.7","2.4",NA,NA,"6.9",NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,"5.7",NA,NA,"42","140",NA,"9",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","2","840",NA,"0.9",NA,"7",NA,NA,"1.3","110",NA,"19","1.1","99",NA
